ID,Acousticness,Danceability,Duration (ms),Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence
7N1bEUVuQo8HHuikDgJ10c,0.076,0.614,114375,0.489,0.00152,0,0.123,-9.997,1,0.241,96.039,4,0.504
4CcJZdf82Wi7wduo2uW3Wu,0.806,0.554,161400,0.135,0.00152,2,0.11,-15.2,1,0.0318,136.669,4,0.266
2BrzlUj1u1CtvaJDGIKpsP,0.592,0.588,242081,0.471,0.00146,0,0.0733,-7.287,1,0.0577,152.881,4,0.209
7CuirbdoToNGURPTSxXUyV,0.348,0.497,155217,0.546,0.00146,1,0.173,-10.845,0,0.057,114.738,4,0.102
53N2lUWiXmZHNlR8ydET2p,0.309,0.493,205453,0.756,0.00144,11,0.327,-4.809,0,0.196,80.723,4,0.389
0RdUX4WE0fO30VnlUbDVL6,0.0047,0.282,403453,0.605,0.00144,6,0.103,-4.916,0,0.0294,103.929,4,0.0783
27SdWb2rFzO6GWiYDBTD9j,0.0472,0.628,211667,0.698,0.00143,6,0.0907,-5.608,0,0.105,89.976,4,0.732
0U10zFw4GlBacOy9VDGfGL,0.025,0.735,215227,0.766,0.00141,1,0.108,-4.485,1,0.0383,127.975,4,0.6
2Xb6oFxpe1qRXH4MeUsf2K,0.972,0.269,201266,0.0375,0.0014,1,0.112,-20.173,1,0.0348,67.261,4,0.0888
1O4JbvvhJ9lPWgInZUnCED,0.039,0.832,165452,0.709,0.00139,1,0.0424,-5.788,1,0.0347,122.069,4,0.962
46Hi21Z0P1xrApKfXRWI99,0.039,0.832,165452,0.709,0.00139,1,0.0424,-5.788,1,0.0347,122.069,4,0.962
2GiJYvgVaD2HtM8GqD9EgQ,0.00543,0.611,218107,0.797,0.00137,6,0.26,-7.627,0,0.0533,120.041,4,0.518
7etDjKwVHiW3qE7eUtuas9,0.778,0.504,140333,0.354,0.00135,7,0.141,-9.079,1,0.0293,92.924,4,0.341
7GqKMkp36zHX1o3WvA3OtL,0.717,0.871,186947,0.291,0.00126,0,0.136,-10.547,1,0.0375,104.005,4,0.657
5SFssiZ2mIattyPuWpQAy2,0.713,0.522,239329,0.512,0.00123,4,0.151,-6.802,0,0.286,202.244,4,0.444
1J14CdDAvBTE1AJYUOwl6C,0.827,0.453,185147,0.35,0.00122,9,0.144,-11.639,0,0.0425,72.017,3,0.279
0nrRP2bk19rLc0orkWPQk2,0.0038,0.532,247427,0.783,0.0012,2,0.161,-5.697,1,0.0523,124.08,4,0.643
0nrRP2bk19rLc0orkWPQk2,0.0038,0.532,247427,0.783,0.0012,2,0.161,-5.697,1,0.0523,124.08,4,0.643
3zAjHVmMyuhBXhxUgdzGeL,0.967,0.508,238435,0.198,0.0012,9,0.0792,-11.26,1,0.033,138.076,4,0.139
0ELy9afthy6LVjF43Yw47l,0.00263,0.584,131200,0.957,0.00119,1,0.147,-7.313,1,0.0614,149.973,4,0.48
7sPW54QvTCMlWQEB0tyhJ3,0.0652,0.724,209893,0.572,0.00118,0,0.294,-6.787,1,0.0277,107.986,4,0.459
7wBOjV4TIq2YzPFDc3mFmA,0.0367,0.641,197664,0.928,0.00114,1,0.244,-3.589,1,0.12,104.923,4,0.753
0qo1JukfClmpHnUOJxpFXi,0.0604,0.69,178889,0.732,0.00114,3,0.168,-5.352,0,0.0497,107.977,4,0.636
5V7qLbZJNTwaEVbZADqofc,0.338,0.731,159013,0.597,0.00114,4,0.0771,-7.661,1,0.0567,101.991,4,0.863
0rdGHLnsyAdnLcO4rz5sMK,0.575,0.656,147167,0.731,0.00111,4,0.397,-5.861,1,0.0278,94.009,4,0.376
0flo3KqhjkcuoB1G6Mhq7s,0.915,0.46,155402,0.113,0.0011,2,0.0959,-15.763,0,0.0322,107.519,4,0.32
3X003bO0MMxXEsJJxidiig,0.289,0.509,154440,0.299,0.00109,0,0.117,-9.26,1,0.0321,125.754,5,0.174
0h9SUGpAofhus8HUgNXVwW,0.367,0.546,192707,0.659,0.00108,1,0.415,-8.18,1,0.0394,108.04,4,0.599
6bLopGnirdrilrpdVB6Um1,0.0174,0.639,210920,0.785,0.00107,10,0.0512,-6.167,0,0.174,191.95,4,0.686
6CKoWCWAqEVWVjpeoJXyNH,0.693,0.537,279227,0.372,0.00107,6,0.083,-10.08,0,0.0331,83.94,4,0.244
19zvf3omvblfQb3qPaWhvE,0.217,0.817,181243,0.58,0.00106,11,0.253,-7.58,0,0.0818,143.975,4,0.854
4jGhEyPaJ4ewYoj627yjOj,0.596,0.389,243692,0.266,0.00106,8,0.0881,-13.181,0,0.0312,93.13,4,0.0398
4NELvFAhzenCH7pJzZYmZT,0.111,0.474,168514,0.744,0.00105,0,0.315,-2.792,1,0.0862,173.825,3,0.513
2SqxYja50ckheVClWN00jP,0.00203,0.728,297696,0.626,0.00104,6,0.0734,-4.598,1,0.0494,123.974,4,0.787
1Xi84slp6FryDSCbzq4UCD,0.817,0.459,183624,0.331,0.00104,9,0.135,-12.603,0,0.0421,72.023,3,0.271
6w1NrWbzyMG9LPdtmQyTAN,0.113,0.84,227861,0.932,0.00102,11,0.0839,-5.041,0,0.179,137.969,4,0.879
4Dvkj6JhhA12EX05fT7y2e,0.342,0.52,167303,0.731,0.00101,6,0.311,-5.338,0,0.0557,173.93,4,0.662
0MtfUEHee9p6RsqAwW8gyF,0.346,0.752,206250,0.485,0.000996,11,0.142,-9.436,1,0.0336,95.963,4,0.554
6z5Yh7kOKeLjqIsNdokIpU,0.309,0.421,285120,0.407,0.000961,10,0.11,-7.445,1,0.0267,139.028,3,0.161
03H03k1F6t3VqCSPRBtuHk,0.309,0.421,285120,0.407,0.000961,10,0.11,-7.445,1,0.0267,139.028,3,0.161
1qU8pLmJNC0V2aSOStjWcX,0.312,0.423,285120,0.407,0.000961,10,0.11,-7.45,1,0.0267,139.048,3,0.161
091d5SFZ7xtM8QV6LLgnBr,0.00232,0.426,287918,0.541,0.000952,2,0.0734,-9.448,0,0.033,125.066,4,0.112
1PVry2CqklxStqzM0kl3Kv,0.419,0.427,184966,0.3,0.000946,6,0.311,-11.367,0,0.0448,84.934,4,0.575
0GjEhVFGZW8afUYGChu3Rr,0.358,0.543,230400,0.87,0.000939,9,0.792,-6.514,1,0.0428,100.804,4,0.754
6qL5UWxRSQYml9O99ozoLv,0.83,0.64,148640,0.355,0.000938,5,0.11,-10.599,1,0.0906,120.063,4,0.451
5dn6QANKbf76pANGjMBida,0.454,0.746,172245,0.611,0.000922,0,0.133,-7.034,0,0.101,149.967,4,0.411
6LUOMjoORvAkdhBYvESO46,0.0834,0.636,217907,0.789,0.000896,10,0.391,-4.905,0,0.0892,128.028,4,0.4
515pWWeC2OmbVXSdGRfvdd,0.92,0.425,209500,0.0593,0.000889,2,0.106,-17.895,1,0.0439,180.058,4,0.284
3AAwJ043uT1wXSKDtGyuxF,0.845,0.195,103025,0.0111,0.000881,7,0.112,-31.641,0,0.0337,83.735,1,0.3
3AAwJ043uT1wXSKDtGyuxF,0.845,0.195,103025,0.0111,0.000881,7,0.112,-31.641,0,0.0337,83.735,1,0.3
5o4XJKRxUK6nXhFLAIS33A,0.0037,0.327,177922,0.82,0.000876,11,0.614,-2.591,1,0.0465,96.479,4,0.311
69RwKCtoZm1kdSMhLynrjh,0.92,0.478,172496,0.252,0.000868,0,0.0697,-10.216,1,0.043,64.559,4,0.163
5TUTOvV9sJ9LSTNNMvGUFs,0.332,0.618,192507,0.462,0.000862,7,0.279,-13.154,1,0.0328,92.489,4,0.419
3e8oF6iX1KBVH6td3g1Mab,0.197,0.677,180000,0.871,0.000854,7,0.233,-5.98,1,0.0395,123.994,4,0.326
0oeM1wuV8lRBJQg3Emvg9c,0.931,0.233,175587,0.181,0.000839,5,0.107,-12.31,0,0.0297,83.125,3,0.244
0nCfCedKIf6EjWFt55AXum,0.571,0.583,185687,0.633,0.000816,2,0.156,-7.662,1,0.0279,95.037,4,0.379
5Z0UnEtpLDQyYlWwgi8m9C,0.0295,0.741,251424,0.62,0.000809,10,0.0398,-5.505,1,0.0412,117.038,4,0.934
6Np3Ntxmj4yl9y3eVB7Esr,0.017,0.338,157373,0.462,0.000809,5,0.148,-7.641,0,0.0326,162.1,4,0.103
5hlPrSCx9BvnQ3rCTkblMZ,0.0876,0.432,161568,0.714,0.000788,6,0.27,-7.933,0,0.0384,176.009,4,0.322
27zRTKEWiXOlDG91Q6F2Oo,0.0255,0.426,204720,0.766,0.000788,0,0.0931,-8.13,1,0.0893,120.186,4,0.346
3cdEXRnb7cZQSvKU7emY1h,0.32,0.133,284800,0.272,0.00078,4,0.11,-10.347,1,0.0368,168.775,3,0.16
538ygXRqMlIPEEABVbWGue,0.0467,0.576,220013,0.593,0.000767,9,0.237,-6.024,0,0.0306,157.993,4,0.373
3oEkrIfXfSh9zGnE7eBzSV,0.574,0.454,294720,0.788,0.000766,6,0.0859,-6.748,1,0.0371,126.15,4,0.52
6Aw5k0jkFceYayaJoRupLT,0.757,0.529,246964,0.446,0.000764,11,0.146,-9.167,1,0.0294,111.903,4,0.14
1a9hBnJodCsNcp0HoJAObp,0.941,0.551,191827,0.197,0.000752,10,0.144,-12.003,1,0.03,134.102,4,0.404
2QophXhN2Ls2URfoPmiviC,0.628,0.478,197763,0.374,0.000736,8,0.0979,-11.627,0,0.0361,76.163,4,0.218
7lGKEWMXVWWTt3X71Bv44I,0.178,0.389,193547,0.665,0.000732,0,0.116,-6.169,1,0.0644,117.055,4,0.199
01WAKCnVJRRtAjVWvKUR2q,0.63,0.324,190133,0.453,0.000708,6,0.377,-10.845,1,0.0314,84.2,4,0.305
1LzNfuep1bnAUR9skqdHCK,0.247,0.417,295600,0.33,0.000689,9,0.0677,-13.925,1,0.0275,157.113,3,0.175
2xGG2OZyI8Z5jlWRBAdfFa,0.046,0.612,218719,0.684,0.000685,7,0.0889,-5.233,1,0.0372,107.039,4,0.277
0WtM2NBVQNNJLh6scP13H8,0.382,0.801,239318,0.806,0.000669,11,0.114,-5.206,1,0.0381,106.999,4,0.802
6MowG7MRVgPfGlCMsXKMJ2,0.0115,0.438,252440,0.805,0.000667,5,0.133,-4.284,0,0.0728,150.174,4,0.31
44p0C72gL2FbjWbzkUFfTf,0.0115,0.438,252440,0.805,0.000667,5,0.133,-4.284,0,0.0728,150.174,4,0.31
4RG63cZOJT5njECPKYMhUU,0.0334,0.702,149744,0.808,0.000663,11,0.138,-6.906,0,0.0404,116.903,4,0.312
3AzjcOeAmA57TIOr9zF1ZW,0.0137,0.647,193829,0.844,0.000658,0,0.102,-3.756,1,0.0457,146.967,4,0.746
0edzRpKRKelGu1KcuUR96J,0.0421,0.725,174568,0.235,0.000649,9,0.134,-16.687,0,0.361,101.788,4,0.602
2p00MbVftAsBM0wtibcu0a,0.754,0.451,237907,0.329,0.000646,8,0.11,-11.592,0,0.0304,125.899,3,0.118
4uyDe8SeM0Nsgzp9KMtXWn,0.207,0.483,250507,0.768,0.000644,3,0.103,-5.431,1,0.0732,179.957,4,0.406
4IqcDJPzDL8Hq8KwAX4jUE,0.132,0.439,250707,0.489,0.000643,8,0.114,-6.286,1,0.0368,143.808,4,0.253
1zVhMuH7agsRe6XkljIY4U,0.132,0.439,250707,0.489,0.000643,8,0.114,-6.286,1,0.0368,143.808,4,0.253
7d9aNPQ3idYpe9zjQHSLwQ,0.00844,0.674,340076,0.81,0.000639,11,0.143,-5.521,0,0.0463,124.022,4,0.572
7CiDwKE62N6ey3LyG6s7xc,0.521,0.408,177609,0.338,0.000639,4,0.0732,-13.626,1,0.0431,133.943,3,0.1
4eWQlBRaTjPPUlzacqEeoQ,0.181,0.637,226973,0.713,0.000637,0,0.137,-4.333,1,0.0747,129.923,4,0.243
2JcSVI70JR5NnWUgQdLF03,0.178,0.746,149575,0.742,0.000637,0,0.261,-6.29,0,0.0402,126.974,4,0.848
2yJgLxRS3qzh8MwPogWG7d,0.137,0.602,223515,0.465,0.000628,0,0.334,-10.419,1,0.0725,87.02,4,0.259
7MRSAhuQAF4LTZ0mHaxn8r,0.255,0.378,240511,0.533,0.000592,5,0.0978,-6.736,1,0.0288,138.43,4,0.229
4ppTAJUbNXELZcoUaL90wo,0.596,0.453,221107,0.679,0.000578,8,0.129,-5.778,0,0.0651,92.023,4,0.107
7iHl6LcHD94l5VpmfrBUmG,0.985,0.651,228547,0.186,0.000565,9,0.133,-13.455,0,0.0316,99.048,3,0.218
6shvqovJSbqvRZVb3vPxlK,0.0299,0.33,197078,0.633,0.000562,7,0.101,-7.745,0,0.0639,127.317,3,0.0929
4KlL5Bwlm4yHYxr0B2rHci,0.952,0.445,193080,0.179,0.00056,1,0.107,-12.938,1,0.0396,72.246,4,0.119
5QWjrWckcPcSVqQNfbD4Bc,0.675,0.37,230985,0.322,0.000557,10,0.101,-11.764,0,0.0361,164.812,4,0.0492
51FvjPEGKq2zByeeEQ43V9,0.0929,0.778,189669,0.772,0.000552,8,0.0883,-3.079,0,0.0556,123.982,4,0.661
1bzX64KmYNVGMjR26ZutU0,0.858,0.438,269752,0.339,0.000552,9,0.0937,-8.85,1,0.0295,82.665,3,0.111
39glqzRVRAy4vq3PqeTGb8,0.0589,0.452,256043,0.465,0.000524,4,0.095,-10.006,0,0.0344,149.586,4,0.0832
6umBxaxgV2q52o3Q8wH2Ma,0.803,0.286,190560,0.378,0.000518,10,0.107,-8.752,1,0.0382,69.316,4,0.113
6NLAH4zb1rAZdoHvvbnaSv,0.00773,0.599,165799,0.832,0.000513,10,0.159,-6.811,0,0.0895,100.132,4,0.59
7wdwIaXUuzlu1grzWMFRJm,0.000187,0.467,244804,0.9,0.000493,11,0.105,-4.505,1,0.0451,130.027,4,0.554
5LZTwTC3DQMEvkkEYdrUBW,0.789,0.274,241013,0.269,0.000491,10,0.121,-12.444,1,0.0347,118.996,3,0.314
00KfWWFFY3b6n9WU7a0nWy,0.942,0.408,68237,0.317,0.00049,4,0.275,-11.244,1,0.04,131.045,4,0.0662
7xHWNBFm6ObGEQPaUxHuKO,0.0102,0.668,210227,0.725,0.000479,1,0.0561,-6.127,1,0.266,191.944,4,0.729
3LlmKSHR3Rs0Y3KHQLAYDk,0.229,0.673,160427,0.914,0.000478,10,0.186,-3.962,1,0.0496,97.021,4,0.183
042Sl6Mn83JHyLEqdK7uI0,0.932,0.632,245897,0.284,0.000476,9,0.233,-14.025,0,0.0801,129.642,4,0.208
6kWLpbzK9ym9O2RWwhspx4,0.0598,0.313,138662,0.519,0.000472,0,0.675,-9.211,0,0.0359,198.15,4,0.193
7n4c0ne26iBGFGbLkjS6Vf,0.607,0.718,258987,0.379,0.000472,4,0.0986,-10.48,1,0.0359,108.033,4,0.22
6KNGUyfu8l8BTwUP0urEhQ,0.575,0.713,151518,0.393,0.000472,7,0.324,-12.774,1,0.0907,179.977,4,0.319
1HNkqx9Ahdgi1Ixy2xkKkL,0.607,0.614,258987,0.379,0.000464,4,0.0986,-10.48,1,0.0476,107.989,4,0.201
52EB2Gk1nkxZmbomJOXUde,0.0214,0.517,157333,0.793,0.00046,6,0.0892,-5.851,0,0.0367,90.06,4,0.176
2AAL4PF8WtOgHKHajUBbwh,0.585,0.645,212010,0.726,0.000451,4,0.112,-3.402,0,0.0691,129.908,3,0.158
5M9jOReAKGZ2AttVefFjTY,0.00406,0.575,223140,0.831,0.000449,0,0.111,-5.972,1,0.0356,127.991,4,0.377
1JblvWxcwHXMLth0c6ssFy,0.000786,0.507,249480,0.824,0.000446,6,0.0941,-6.006,0,0.0428,143.648,4,0.312
1odExI7RdWc4BT515LTAwj,0.83,0.508,212954,0.43,0.000441,2,0.093,-9.475,0,0.0335,130.09,4,0.324
5QhBKPqsnX1uY9fZNaAtZg,0.128,0.707,203000,0.923,0.000437,11,0.273,-3.957,1,0.0521,108.049,4,0.842
3RpeMS8fRVpXYME5gOoxBP,0.708,0.577,180000,0.397,0.000436,7,0.12,-10.866,1,0.0665,91.95,4,0.345
0D2m3GX6mNfNB6dKJQjCgM,0.472,0.568,348440,0.865,0.000425,1,0.0845,-7.401,1,0.0289,110.85,3,0.421
226PUvIuxGdceSijXXZRRz,0.694,0.657,189000,0.355,0.000425,7,0.123,-12.047,1,0.0715,74.99,4,0.0808
5naar7XewEOAjOywIp6Jjq,0.00112,0.504,155147,0.708,0.000424,11,0.788,-5.896,0,0.0343,82.009,4,0.51
66h3xcrTooMC9AxV8g0Y75,0.899,0.438,291827,0.527,0.000419,3,0.131,-7.414,1,0.0263,93.992,4,0.403
6PiTsEEiNYU9a9xXowi9i5,0.971,0.262,274480,0.17,0.000407,3,0.204,-14.8,1,0.0472,89.594,4,0.149
0JiVRyTJcJnmlwCZ854K4p,0.186,0.676,161200,0.929,0.000405,10,0.121,-3.194,1,0.0458,97.019,4,0.157
1sKSs5wKEQ7bryvxfUBslU,0.0351,0.653,183000,0.776,0.000395,1,0.559,-4.853,1,0.0309,125.037,4,0.536
04S1pkp1VaIqjg8zZqknR5,0.0716,0.535,352200,0.618,0.000388,8,0.169,-3.913,1,0.0273,81.975,4,0.228
3sqrvkNC6IPTIXvvbx9Arw,0.0716,0.535,352200,0.618,0.000388,8,0.169,-3.913,1,0.0273,81.975,4,0.228
1HpMQsFToFqYud3rxnCXIo,0.743,0.346,265587,0.407,0.000386,4,0.0754,-8.475,1,0.0385,114.173,4,0.159
2cLyBLJIccroFHOmuQyZ2k,0.311,0.748,189184,0.504,0.000379,0,0.127,-9.144,0,0.0354,98.028,4,0.868
7bgqK0cWSR4wFNxhnBtFyB,0.465,0.57,192973,0.812,0.000375,2,0.109,-7.557,1,0.0655,103.031,4,0.809
2J2Z1SkXYghSajLibnQHOa,0.112,0.468,217747,0.779,0.000373,9,0.101,-4.839,1,0.0779,173.799,4,0.26
1yvMUkIOTeUNtNWlWRgANS,0.112,0.468,217747,0.779,0.000373,9,0.101,-4.839,1,0.0779,173.799,4,0.26
1ZPs1W2EWRyd50PfmTubS2,0.14,0.736,156605,0.806,0.000371,8,0.162,-7.47,0,0.0987,109.054,4,0.418
2Lumsra3kuU61wXkEKzKaK,0.0253,0.473,152761,0.621,0.000366,11,0.19,-8.698,0,0.0291,173.083,4,0.782
0lJXxzwTREB6JI8KYHdE1X,0.847,0.653,241967,0.0585,0.000366,4,0.175,-21.98,1,0.0442,122.051,4,0.163
10oKSzRcwbZsog2uq2gb4b,0.179,0.66,240445,0.799,0.000364,9,0.701,-6.934,0,0.0719,126.08,4,0.148
0j3mqDTK4Z6lvrLzFCUUz6,0.079,0.365,214800,0.554,0.000358,4,0.125,-9.076,1,0.03,150.11,3,0.259
2VlLbhGLVJgdOW7kKdWWFc,0.807,0.576,189613,0.307,0.000355,11,0.0792,-12.732,0,0.0428,67.513,4,0.157
3xbUCRFut7tzBoD2F8L56y,0.796,0.671,123891,0.275,0.000339,6,0.0657,-11.185,0,0.056,124.007,4,0.159
6R1ArLLvqPvS3AHg9YgmrQ,0.0702,0.579,239520,0.725,0.000337,4,0.12,-4.1,1,0.0423,127.986,4,0.219
1HtcwJqbfyyZQA9mtCKdf4,0.815,0.422,222267,0.466,0.000322,6,0.111,-5.361,0,0.0279,74.956,4,0.0954
755inykyaG4w22GWAsA3MX,0.00237,0.466,68523,0.823,0.000321,2,0.332,-6.635,1,0.311,175.797,4,0.782
0JXXNGljqupsJaZsgSbMZV,0.0267,0.684,195373,0.607,0.000307,11,0.191,-8.127,0,0.1,81.001,4,0.498
1mKXFLRA179hdOWQBwUk9e,0.344,0.778,242733,0.547,0.000306,2,0.132,-7.273,1,0.0489,95,4,0.442
440JCAtxU17JnElhbXjVl0,0.956,0.488,264900,0.202,0.000303,9,0.121,-12.878,0,0.0319,127.727,4,0.352
644rGY6maSElnKVsAg1gJj,0.558,0.645,140760,0.418,0.0003,6,0.562,-10.065,0,0.29,96.963,4,0.123
2lrKVxUbMJaKX6V43zFOax,0.332,0.572,212263,0.72,0.000296,4,0.0929,-6.344,1,0.0542,144.92,4,0.45
3T7TcMlKHgoWsnlKy7MLxb,0.851,0.646,170085,0.421,0.000295,7,0.0913,-11.078,0,0.0483,125.063,4,0.168
18XlJEroUwFo0tLZxscgXE,0.223,0.766,172598,0.706,0.00028,7,0.064,-6.553,0,0.16,142.989,4,0.766
2NniAhAtkRACaMeYt48xlD,0.000284,0.591,247947,0.935,0.000278,6,0.142,-2.664,1,0.0478,140.043,4,0.736
3SZLtkoHoECHHuOnNkNCuS,0.0102,0.436,234987,0.562,0.000278,11,0.198,-6.106,1,0.0278,150.066,4,0.24
3iKDj1dLZ7wuf2fae9oB5s,0.974,0.275,178167,0.2,0.000278,9,0.0979,-13.395,1,0.0481,120.334,4,0.211
4dEUEEbO25gBn2s9dASnYi,0.145,0.666,195252,0.547,0.000274,11,0.0987,-8.706,1,0.0643,117.991,4,0.165
3QaPy1KgI7nu9FJEQUgn6h,0.612,0.467,261467,0.247,0.000271,6,0.17,-12.002,0,0.0431,148.101,4,0.126
2aydv0bsXbIZg3Sk2S6u86,0.451,0.565,348440,0.872,0.000262,1,0.0853,-7.428,1,0.029,110.859,3,0.433
6BOgN046AFobs2sZV7YlRy,0.0115,0.772,166707,0.724,0.000253,1,0.122,-3.965,1,0.0391,108.982,4,0.69
00DuOxungwHwVUX2m37P0P,0.918,0.519,181787,0.264,0.000253,0,0.237,-11.171,1,0.0601,140.354,4,0.192
5qaEfEh1AtSdrdrByCP7qR,0.19,0.5,177507,0.71,0.00025,3,0.269,-3.015,1,0.0339,89.929,4,0.419
5qaEfEh1AtSdrdrByCP7qR,0.19,0.5,177507,0.71,0.00025,3,0.269,-3.015,1,0.0339,89.929,4,0.419
7bPWdJgx8vek7S5i5yAtvG,0.877,0.334,271177,0.276,0.000249,4,0.113,-13.125,0,0.0643,201.025,3,0.429
2cFGv8v5DcbJXHEdzouFne,0.922,0.533,69813,0.0556,0.00024,0,0.11,-19.915,1,0.0481,92.65,4,0.274
2cFGv8v5DcbJXHEdzouFne,0.922,0.533,69813,0.0556,0.00024,0,0.11,-19.915,1,0.0481,92.65,4,0.274
2cFGv8v5DcbJXHEdzouFne,0.922,0.533,69813,0.0556,0.00024,0,0.11,-19.915,1,0.0481,92.65,4,0.274
2BTSWfjaTMYWCxhmVRhqLK,0.0276,0.72,195105,0.925,0.000238,4,0.14,-4.165,0,0.0511,127.004,4,0.781
4pAUkeeMXabkPNOsNfWANf,0.0365,0.598,178592,0.832,0.000236,7,0.271,-3.388,1,0.148,95.298,4,0.526
4NbhRE8bdO80MZ33wa4V1U,0.952,0.272,277000,0.122,0.000235,10,0.187,-16.602,1,0.042,207.31,3,0.204
5IgjP7X4th6nMNDh4akUHb,0.0186,0.755,184613,0.562,0.000231,9,0.18,-8.947,0,0.0355,116.931,4,0.368
5Hroj5K7vLpIG4FNCRIjbP,0.0591,0.673,194240,0.902,0.000227,2,0.0558,-2.392,1,0.0346,100.012,4,0.536
46cW6zufU9Woo11TLs2i6X,0.104,0.532,197639,0.723,0.000227,6,0.27,-5.776,0,0.0452,127.906,4,0.379
5goqVeMYUQecvpcjNxpadU,0.17,0.662,198800,0.84,0.000226,6,0.155,-3.112,1,0.0509,112.914,4,0.568
1oLfNKq6upglcqhn62vmlf,0.427,0.544,209490,0.441,0.000226,6,0.222,-8.13,1,0.0278,75.61,4,0.441
7eVsQT6Ayv8KutFIhqVu7t,0.283,0.464,161252,0.606,0.000226,4,0.11,-8.28,0,0.194,180.067,4,0.389
2fl2cWwMpQ7f2IKk3symGP,0.283,0.464,161252,0.606,0.000226,4,0.11,-8.28,0,0.194,180.067,4,0.389
4QORWVieqLfAYYdbAdScHL,0.645,0.465,266093,0.322,0.000226,7,0.0977,-10.47,1,0.0279,98.067,4,0.084
1e8AFC35oTfDWkCIL6xHVh,0.309,0.659,172152,0.409,0.000225,1,0.0889,-10.688,1,0.0339,105.067,4,0.196
1yN8sa0MAn11upEsSJupAB,0.0224,0.665,246880,0.853,0.000224,9,0.249,-5.621,0,0.0757,118.156,4,0.178
0MWiSBKm8Avs8iDIxcertp,0.0151,0.638,176800,0.878,0.000223,5,0.308,-3.639,0,0.0484,103.948,4,0.481
3bnEhDlFFXeCyyYhbRszW7,0.0898,0.578,190280,0.506,0.000222,1,0.155,-9.114,1,0.28,116.951,4,0.575
5ObEqhsRm1yl1qwAXOG4Fz,0.293,0.8,100144,0.412,0.00022,0,0.0901,-13.224,1,0.0568,89.998,4,0.956
0jTFKCb21Yd4UMV5Xk9EUz,0.296,0.702,162880,0.585,0.000217,2,0.097,-6.848,1,0.0373,102.013,4,0.345
4pGqFOfzvfe6avb9kbZicC,0.15,0.695,240040,0.615,0.000212,7,0.0879,-5.325,0,0.042,124.015,4,0.414
1nTFPOo4CrwClNSM8U6ZXl,0.877,0.248,304550,0.137,0.000209,8,0.104,-15.166,1,0.0314,175.539,4,0.108
2UIz26630k2gXueapTijHU,0.985,0.477,196515,0.0438,0.000207,0,0.111,-17.683,1,0.0505,65.95,3,0.288
384TJj6XyHUyNlCbdgm6Sz,0.336,0.668,245995,0.605,0.000206,2,0.115,-7.608,0,0.0454,83.002,4,0.877
6wEmBI22p4jsXgGFfvbLtj,0.722,0.475,207251,0.342,0.000206,2,0.19,-10.422,1,0.0333,123.805,5,0.4
3mfER4ORePHvN35cbZ3dkV,0.51,0.762,149067,0.632,0.000205,6,0.18,-8.312,0,0.085,121.031,4,0.282
7cm1Mt2zW7uvEXnwpLSwDp,0.884,0.626,221576,0.173,0.000203,5,0.109,-13.696,1,0.0443,131.845,4,0.282
6lERHAmBCZmgODv3OYENXi,0.784,0.653,177806,0.644,0.000202,7,0.161,-6.204,1,0.0572,88.968,4,0.363
1E6rTmkfxLUUoYxaW9Erz7,0.00108,0.503,214000,0.847,0.000196,10,0.201,-6,0,0.0645,140.042,4,0.63
44AyOl4qVkzS48vBsbNXaC,0.941,0.396,182360,0.293,0.000196,2,0.105,-14.062,1,0.0275,100.307,3,0.343
3LEgGAl9zLcQWGTp7ptqtQ,0.222,0.621,188894,0.747,0.000194,11,0.147,-5.084,1,0.0337,124.015,4,0.426
07MDkzWARZaLEdKxo6yArG,0.0153,0.773,162680,0.47,0.000193,2,0.0851,-7.93,1,0.0299,94.995,4,0.399
7GAaTpSoTWUTbP2Yxlt4Hd,0.0298,0.581,236440,0.717,0.000185,4,0.243,-4.433,1,0.0318,107.884,4,0.316
2yi7HZrBOC4bMUSTcs4VK6,0.85,0.352,206507,0.121,0.000178,3,0.257,-15.551,1,0.047,148.56,5,0.166
5tyMJlMqaggzvuX7TtlrTe,0.966,0.384,229326,0.0701,0.00017,9,0.0805,-16.512,1,0.0367,63.425,4,0.288
37AsXf0Yl8YkmjR9xbp5DY,0.153,0.459,120526,0.522,0.000169,2,0.583,-7.783,0,0.0315,113.69,3,0.121
4ByEFOBuLXpCqvO1kw8Wdm,0.0158,0.625,280400,0.726,0.000169,11,0.0625,-11.402,0,0.0444,124.945,4,0.507
2sD2w0LAlY2DIIJTfIoKHs,0.936,0.374,231924,0.0656,0.000167,9,0.106,-18.556,1,0.0361,145.677,4,0.191
75HUxEyYVoVnO4ZfAU9dfp,0.983,0.379,224867,0.196,0.000166,6,0.108,-10.435,1,0.0329,73.47,4,0.256
2EI5lZg5rjvmlpQG45L0lU,0.571,0.595,232129,0.459,0.000165,11,0.101,-9.413,1,0.0461,129.661,4,0.272
70Vi4xM9hhWhby2TH2IsGg,0.329,0.461,229653,0.684,0.000161,5,0.101,-6.997,1,0.124,175.633,4,0.553
715okE23OjfTP6FRhr28Uu,0.00747,0.555,213844,0.503,0.000161,4,0.181,-7.214,0,0.0392,133.038,4,0.218
0C4ejWmOTMv8vuYj85mf8m,0.0113,0.767,243533,0.682,0.00016,1,0.104,-5.02,1,0.042,127.975,4,0.833
